time,open,high,low,close,tick_volume,spread,real_volume
2025-09-22 03:00:00,440.94,441.44,440.19,440.56,74,88,0
2025-09-22 03:30:00,440.69,441.19,440.69,440.94,49,88,0
2025-09-22 04:00:00,440.94,440.94,440.69,440.94,32,88,0
2025-09-22 04:30:00,440.94,441.19,440.94,440.94,28,88,0
2025-09-22 05:00:00,440.94,441.19,440.94,440.94,32,88,0
2025-09-22 05:30:00,440.94,441.19,440.94,440.94,18,88,0
2025-09-22 06:00:00,440.69,441.19,440.69,440.94,23,88,0
2025-09-22 06:30:00,440.94,441.19,440.69,440.69,30,88,0
2025-09-22 07:00:00,440.69,440.94,440.69,440.69,21,88,0
2025-09-22 07:30:00,440.69,440.69,440.69,440.69,14,88,0
2025-09-22 08:00:00,440.69,440.69,440.69,440.69,15,88,0
2025-09-22 08:30:00,440.69,440.69,440.44,440.44,24,88,0
2025-09-22 09:00:00,440.44,440.44,439.94,440.44,38,88,0
2025-09-22 09:30:00,440.44,440.69,439.94,439.94,23,88,0
2025-09-22 10:00:00,440.19,440.19,439.94,440.19,43,88,0
2025-09-22 10:30:00,440.19,440.44,440.06,440.19,45,88,0
2025-09-22 11:00:00,440.19,440.69,440.19,440.19,46,88,0
2025-09-22 11:30:00,440.19,440.69,440.19,440.31,50,88,0
2025-09-22 12:00:00,440.44,440.44,439.94,440.19,44,88,0
2025-09-22 12:30:00,440.19,440.44,440.19,440.44,34,88,0
2025-09-22 13:00:00,440.44,441.19,440.44,441.19,29,88,0
2025-09-22 13:30:00,441.19,441.69,440.94,441.19,45,88,0
2025-09-22 14:00:00,441.06,441.19,438.19,438.19,86,88,0
2025-09-22 14:30:00,438.19,438.44,437.44,437.69,79,88,0
2025-09-22 15:00:00,437.69,438.44,437.69,437.69,71,88,0
2025-09-22 15:30:00,437.69,437.94,437.31,437.56,32,88,0
2025-09-22 16:30:00,437.44,438.69,435.94,437.19,339,88,0
2025-09-22 17:00:00,436.94,437.44,435.19,435.19,137,88,0
2025-09-22 17:30:00,435.44,436.69,435.19,436.69,115,88,0
2025-09-22 18:00:00,436.44,437.19,435.44,435.69,144,88,0
2025-09-22 18:30:00,435.69,436.19,435.44,435.69,88,88,0
2025-09-22 19:00:00,435.69,436.44,435.19,435.44,90,88,0
2025-09-22 19:30:00,435.44,436.44,435.44,436.19,96,88,0
2025-09-22 20:00:00,436.19,436.19,435.44,435.69,27,88,0
2025-09-22 20:30:00,435.94,436.44,435.69,436.44,38,88,0
2025-09-22 21:00:00,436.44,439.19,436.19,438.44,106,88,0
2025-09-23 03:00:00,437.69,438.19,436.69,437.19,89,88,0
2025-09-23 03:30:00,437.19,437.44,437.19,437.19,29,88,0
2025-09-23 04:00:00,437.19,437.44,436.94,437.19,38,88,0
2025-09-23 04:30:00,437.19,437.19,436.94,436.94,24,88,0
2025-09-23 05:00:00,436.94,437.19,436.69,436.94,37,88,0
2025-09-23 05:30:00,437.19,437.19,436.94,437.06,23,88,0
2025-09-23 06:00:00,437.19,437.19,436.69,436.69,35,88,0
2025-09-23 06:30:00,436.69,436.81,436.69,436.69,22,88,0
2025-09-23 07:00:00,436.69,436.69,436.44,436.56,21,88,0
2025-09-23 07:30:00,436.44,436.69,435.69,435.69,16,88,0
