time,open,high,low,close,tick_volume,spread,real_volume
2024-11-11 01:00:00,29.164,29.325,29.123,29.324,1505,7,0
2024-11-11 02:00:00,29.324,29.33,29.191,29.287,1831,7,0
2024-11-11 03:00:00,29.287,29.313,29.069,29.149,7227,7,0
2024-11-11 04:00:00,29.152,29.216,29.003,29.149,4506,7,0
2024-11-11 05:00:00,29.147,29.153,29.081,29.115,2282,7,0
2024-11-11 06:00:00,29.115,29.135,29.074,29.129,1445,7,0
2024-11-11 07:00:00,29.13,29.234,29.109,29.16,3492,7,0
2024-11-11 08:00:00,29.16,29.273,29.143,29.262,2965,7,0
2024-11-11 09:00:00,29.262,29.28,29.157,29.185,4361,5,0
2024-11-11 10:00:00,29.187,29.343,29.179,29.283,4863,5,0
2024-11-11 11:00:00,29.283,29.374,29.245,29.347,4405,5,0
2024-11-11 12:00:00,29.346,29.545,29.33,29.347,4212,5,0
2024-11-11 13:00:00,29.348,29.436,29.327,29.363,3927,5,0
2024-11-11 14:00:00,29.363,29.379,29.231,29.24,4205,5,0
2024-11-11 15:00:00,29.24,29.24,28.742,28.795,10329,5,0
2024-11-11 16:00:00,28.798000000000002,28.89,28.693,28.759,11596,5,0
2024-11-11 17:00:00,28.765,28.788,28.598,28.618,8860,5,0
2024-11-11 18:00:00,28.624,28.7,28.566,28.679,5490,5,0
2024-11-11 19:00:00,28.679,28.718,28.63,28.661,3427,5,0
2024-11-11 20:00:00,28.661,28.766,28.634,28.742,3208,5,0
2024-11-11 21:00:00,28.745,28.769,28.72,28.764,2031,5,0
2024-11-11 22:00:00,28.764,28.855,28.756,28.804,1720,5,0
2024-11-11 23:00:00,28.803,28.841,28.787,28.792,889,5,0
2024-11-12 01:00:00,28.785,28.819,28.759,28.808,880,7,0
2024-11-12 02:00:00,28.808,28.825,28.77,28.807,1696,7,0
2024-11-12 03:00:00,28.813,28.888,28.728,28.843,5785,7,0
2024-11-12 04:00:00,28.842,28.849,28.721,28.751,4314,7,0
2024-11-12 05:00:00,28.751,28.795,28.719,28.728,2635,7,0
2024-11-12 06:00:00,28.728,28.738,28.69,28.723,2023,7,0
2024-11-12 07:00:00,28.725,28.734,28.434,28.467,5507,7,0
2024-11-12 08:00:00,28.467,28.566,28.42,28.543,5853,7,0
2024-11-12 09:00:00,28.543,28.589,28.407,28.498,5547,5,0
2024-11-12 10:00:00,28.498,28.648,28.482,28.56,5819,5,0
2024-11-12 11:00:00,28.556,28.562,28.409,28.492,4968,5,0
2024-11-12 12:00:00,28.489,28.594,28.467,28.557,4453,5,0
2024-11-12 13:00:00,28.555,28.632,28.487,28.607,4284,5,0
2024-11-12 14:00:00,28.607,28.747,28.601,28.695,5833,5,0
2024-11-12 15:00:00,28.693,28.955,28.693,28.945,8718,5,0
2024-11-12 16:00:00,28.945,28.971,28.865,28.911,8954,5,0
2024-11-12 17:00:00,28.911,28.961,28.746,28.757,8853,5,0
2024-11-12 18:00:00,28.758,28.924,28.748,28.893,7211,5,0
2024-11-12 19:00:00,28.893,28.899,28.775,28.854,5790,5,0
2024-11-12 20:00:00,28.858,28.941,28.826999999999998,28.925,4127,5,0
2024-11-12 21:00:00,28.926,28.964,28.897,28.921,2586,5,0
2024-11-12 22:00:00,28.921,29.015,28.896,28.988,2522,5,0
2024-11-12 23:00:00,28.99,29.003,28.897,28.905,1215,5,0
2024-11-13 01:00:00,28.913,28.924,28.865,28.91,960,7,0
2024-11-13 02:00:00,28.91,28.982,28.891,28.971,1433,7,0
2024-11-13 03:00:00,28.968,29.13,28.965,29.102,6754,7,0
2024-11-13 04:00:00,29.102,29.199,29.081,29.184,3927,7,0
2024-11-13 05:00:00,29.183,29.21,29.105,29.176,3353,7,0
2024-11-13 06:00:00,29.175,29.209,29.141,29.155,1545,7,0
2024-11-13 07:00:00,29.156,29.176,29.079,29.139,3278,7,0
2024-11-13 08:00:00,29.139,29.183,29.057,29.064,4379,7,0
2024-11-13 09:00:00,29.064,29.133,29.055,29.088,2801,5,0
2024-11-13 10:00:00,29.089,29.132,29.032,29.103,4258,5,0
2024-11-13 11:00:00,29.104,29.171,29.097,29.128,3564,5,0
