corr,alpha,beta,phi,half_life_bars,n_obs,adf_stat,adf_p,adf_cv_5pct,sym1,sym2,timeframe
0.9997029423654745,0.006706532340651883,0.9984020228684716,0.06597034292540183,0.25496944464222293,884,,,,WTI_V5,WTI_Z5,H6
0.9974624825800925,0.538034283218952,0.867355199454244,0.8660321524028858,4.819102754695816,115,,,,BRENT_G6,XBRUSD,H6
0.9966121726197246,0.1381252776150541,0.9666398573922328,0.9597948909834877,16.891332274900726,1023,,,,BRENT_F6,XBRUSD,H6
0.996432890104417,0.17539886185921638,0.9698260837333139,0.9741347704696267,26.45032871848023,1031,,,,XAUCHF,XAUEUR,H6
0.9961318093383106,0.17497755264192438,0.957227977837227,0.918053818349735,8.107054314528408,1031,,,,WTI_Z5,XTIUSD,H6
0.9958534885591884,0.856250167279784,0.8040528431475458,0.8843396120198035,5.639280633430901,115,,,,BRENT_G6,WTI_Z5,H6
0.9957890402931534,2.047283619792047,1.0241075119114285,0.9497939592717649,13.456502628665971,143,,,,EURHKD,EURUSD,H6
0.9955811434552257,0.6530165521959592,0.9005124593334248,0.9402838624558831,11.257237953632156,115,,,,Wheat_H6,Wheat_Z5,H6
0.9953504469734882,0.7859299833250453,0.8203608773918967,0.9135789261947622,7.668786762816682,115,,,,BRENT_G6,XTIUSD,H6
0.9949847398318513,0.5025576479504386,0.9662016014370728,0.9438480370026061,11.994219390923073,315,,,,GCZ25,XAUCHF,H6
0.9949532009270222,0.7947047382312453,0.9216706576077295,0.947565579479637,12.869631657225487,315,,,,GCZ25,XAUEUR,H6
0.9949355805623782,0.23473208135158963,0.9431539881099524,0.8590466770338244,4.5622192219320405,884,,,,WTI_V5,XTIUSD,H6
0.9941857315331817,0.7722646313241901,0.9076870019867875,0.9792737451315033,33.09517027565048,1031,,,,XAGAUD,XAGUSD,H6
0.9938869026321766,1.3256636781984392,0.8508281904582918,0.9867126403324423,51.818561652405,1031,,,,XAUEUR,XAUGBP,H6
0.9932442063018295,3.026925657971568,0.8377989146781136,0.9942774394807662,120.77845098865564,887,,,,DXY_Z5,USDDKK,H6
0.9931914207699712,0.06802680299975172,0.9441437272587798,0.956309663693306,15.515845939661277,315,,,,GCZ25,XAUAUD,H6
0.9926203409350026,1.2299589080475721,0.882988632360008,0.9716353934021801,24.08880979193941,315,,,,GCZ25,XAUGBP,H6
0.991959698502812,1.2400228294214628,0.7478418692101017,0.9838411190248728,42.54822687496355,1030,,,,US500,USTEC,H6
0.9918310979935778,-2.4592593021275064,0.8081137973693908,0.9570547878593945,15.791157810039067,315,,,,GCZ25,XAUJPY,H6
0.9911880836130736,0.7689890335201532,1.2271698583974022,0.9911289423562695,77.78871111657938,891,,,,USDCZK,USDDKK,H6
0.9910871790512225,-2.4976626967226085,0.9515965521448765,0.9805599391062824,35.30789993409863,891,,,,USDCZK,USDHUF,H6
0.9904918958133332,-0.5482720583774698,1.1345489040828185,0.9205396339907885,8.371825837818015,107,,,,BRENT_F6,BRENT_G6,H6
0.9904166918429386,-3.6524869935385036,0.8758715969382784,0.9805266356443901,35.24691954332743,1031,,,,XAUGBP,XAUJPY,H6
0.9900388477641382,0.35637396645078345,0.9265085037927322,0.9901337560437482,69.9072669778584,1031,,,,XBRUSD,XTIUSD,H6
0.9895790956775363,0.3148481983294049,0.9365586879550954,0.9558669821845501,15.356683420555578,1023,,,,BRENT_F6,WTI_Z5,H6
0.9894998122173103,-2.2681313995962253,1.102511137997475,0.9671259099241344,20.736404128786667,891,,,,USDCHF,USDDKK,H6
0.9894249392533025,0.06364709471030494,0.9732595097470801,0.8958429699103537,6.301902990002856,884,,,,WTI_V5,XBRUSD,H6
0.9887843644207023,0.19325962141662156,0.9651778220814565,0.9029506312042939,6.789742780174685,884,,,,BRENT_F6,WTI_V5,H6
0.9885475013570938,-0.11650367988629284,1.0150768986128815,0.9635878470010207,18.68743325561221,1031,,,,WTI_Z5,XBRUSD,H6
0.9881504583046363,1.4752995993382072,0.8233297075108269,0.9865801928694532,51.30369984074727,1031,,,,XAUCHF,XAUGBP,H6
0.9876026068739533,0.47334381344441123,0.897788930736366,0.9815392214244942,37.19936784813231,1023,,,,BRENT_F6,XTIUSD,H6
0.9867705570695194,-0.02135324226768809,1.094052756718496,0.9919628203428156,85.89554912290423,1031,,,,XAUAUD,XAUGBP,H6
0.9856483218130541,5.69980224689855,0.6698460732624978,0.9473985924411563,12.827655786863305,315,,,,GCZ25,XAGUSD,H6
0.9856216463173085,0.4576495490691763,1.0810163046371761,0.9703828641975752,23.055275693611257,891,,,,USDDKK,USDPLN,H6
