corr,alpha,beta,phi,half_life_bars,n_obs,adf_stat,adf_p,adf_cv_5pct,sym1,sym2,timeframe
0.9999258405717044,0.002741444297775786,0.9993537709448888,0.2776132815667472,0.5408763212547556,5074,,,,WTI_V5,WTI_Z5,H1
0.9974784376454902,0.5439466030170075,0.8659521646447061,0.9712467210331721,23.75845898795124,619,,,,BRENT_G6,XBRUSD,H1
0.9965252203784947,0.1379246542391126,0.966704058148572,0.9535002922983512,14.557160813513919,5532,,,,BRENT_F6,XBRUSD,H1
0.9964481386162722,0.1739718479618011,0.9700079747731382,0.9951177041035478,141.6247069344714,5905,,,,XAUCHF,XAUEUR,H1
0.99623489461933,0.8621912655720183,0.802611683816485,0.9713719379855082,23.86390737265588,617,,,,BRENT_G6,WTI_Z5,H1
0.9959646001491301,0.17180042649415483,0.9580009895063156,0.9116296384913417,7.491744176300282,5904,,,,WTI_Z5,XTIUSD,H1
0.9958564912061327,2.0473577323226397,1.0236710394382298,0.9893723330711173,64.87382014270499,856,,,,EURHKD,EURUSD,H1
0.9957389575248888,0.7929612702376585,0.8186648333736943,0.9790635371265259,32.75938116832948,617,,,,BRENT_G6,XTIUSD,H1
0.9955821319671088,0.6468195497362865,0.9015054639106053,0.9835232629402935,41.7206977407669,545,,,,Wheat_H6,Wheat_Z5,H1
0.9950419016179854,0.4967676390847622,0.966914216269631,0.9894263351637603,65.20692171747916,1807,,,,GCZ25,XAUCHF,H1
0.995002724123618,0.22646806459585145,0.9451409434050715,0.8944184981245784,6.212026311629273,5062,,,,WTI_V5,XTIUSD,H1
0.9949786642735675,0.7895121958027849,0.9223090296512056,0.9908280425547257,75.2253316482489,1807,,,,GCZ25,XAUEUR,H1
0.9941295949273053,0.7736556937904555,0.9073192311902956,0.9958420019776771,166.35532864926833,5903,,,,XAGAUD,XAGUSD,H1
0.9938970492125037,1.3247484443027258,0.850949298985519,0.9976278086076832,291.8502775464796,5905,,,,XAUEUR,XAUGBP,H1
0.9932780236582406,3.026100494339865,0.8382298482578369,0.998781778474434,568.63622653118,4743,,,,DXY_Z5,USDDKK,H1
0.9931717299454386,0.06449739864858017,0.944544947136408,0.9920078066766733,86.38099268922286,1807,,,,GCZ25,XAUAUD,H1
0.9926441826784405,1.2242549423948832,0.8837058189781535,0.9941166085049428,117.46730567281632,1807,,,,GCZ25,XAUGBP,H1
0.9921266841306744,1.2373765449156888,0.7481039543995927,0.996872675708821,221.29549170685272,5882,,,,US500,USTEC,H1
0.9918944614130285,-2.4663988455131403,0.8086534469350015,0.9929473161252708,97.93435173961306,1807,,,,GCZ25,XAUJPY,H1
0.9912565899426903,0.7686591118954929,1.2273380278187422,0.9977751795243921,311.2052580867817,5344,,,,USDCZK,USDDKK,H1
0.9912454281037923,-2.501793909845486,0.9522943689163245,0.9956602346039407,159.3731409714794,5342,,,,USDCZK,USDHUF,H1
0.9904512375378048,-0.5601793476656516,1.1374070818729276,0.9597930992314424,16.890563883540427,594,,,,BRENT_F6,BRENT_G6,H1
0.9903876847320859,-3.651792700362554,0.8758208466752936,0.9967831965529507,215.13024782342566,5905,,,,XAUGBP,XAUJPY,H1
0.9900648621329947,0.35793513276440736,0.9261348453984205,0.9974432944331622,270.762783501891,5485,,,,XBRUSD,XTIUSD,H1
0.9898578698699573,0.052179538956461435,0.975983367632977,0.9448030733675093,12.207860231798053,4711,,,,WTI_V5,XBRUSD,H1
0.9895631576237457,0.31742799749853523,0.9359438802526152,0.9482250649655937,13.038053452627652,5460,,,,BRENT_F6,WTI_Z5,H1
0.9894840944425144,-2.265462017727955,1.1010757707420995,0.9935693016065509,107.44028589923548,5344,,,,USDCHF,USDDKK,H1
