corr,alpha,beta,phi,half_life_bars,n_obs,adf_stat_x,adf_p_x,adf_cv_5pct_x,sym1,sym2,timeframe,adf_stat_y,adf_p_y,adf_cv_5pct_y,n_obs_adf
0.9999762979867916,0.0018374796248785,0.9995712874566304,0.8761720732564812,5.243457305161521,10128,,,,WTI_V5,WTI_Z5,M30,-1.7775759072766693,0.39165008077736074,-2.8618257288617874,10128
0.9974609526682668,0.5442826680614092,0.8658711589551774,0.9842427548684308,43.64161843190507,1238,,,,BRENT_G6,XBRUSD,M30,-1.6027466663737286,0.4822135896251869,-2.8639100200710828,1238
0.9964500122420262,0.173591415267019,0.97005653258107,0.9974569877907684,272.2226276209989,11804,,,,XAUCHF,XAUEUR,M30,-3.048779054793657,0.030583387594029145,-2.861785637328211,11804
0.9964461608933536,0.1367189185076212,0.9669830938210384,0.9428157144939104,11.771313077952462,10983,,,,BRENT_F6,XBRUSD,M30,-4.160477890952011,0.0007680899123302247,-2.8618034602828986,10983
0.9962000334460346,0.8618218503314541,0.8027006204207671,0.984499384766374,44.36992204533856,1234,,,,BRENT_G6,WTI_Z5,M30,-2.6933437238243116,0.07519719511257777,-2.8638888336592387,1234
0.9959244976980104,0.1726730609471261,0.957783598262668,0.8965691620391641,6.348673589125821,11801,,,,WTI_Z5,XTIUSD,M30,-3.7005643860160213,0.00410522254448433,-2.8617858044492803,11801
0.9958437430162568,2.0473794994472567,1.0235304478225786,0.9942683154525648,120.58563608516042,1712,,,,EURHKD,EURUSD,M30,-2.0149016384346945,0.2800777137615127,-2.863231689892687,1712
0.9957416129892984,0.7928794592326924,0.8186843741277448,0.9881478831711196,58.135723546971015,1234,,,,BRENT_G6,XTIUSD,M30,-1.8121354380644217,0.37445364703357764,-2.863890744031555,1234
0.9955803072973106,0.6470404417717859,0.9014698855443508,0.9902429731125404,70.69367900082554,1034,,,,Wheat_H6,Wheat_Z5,M30,-1.9256416675110346,0.32009625607114905,-2.864344690221488,1034
0.9950387756987348,0.4969209928496374,0.9668936476159667,0.9947310060222307,131.20521326550045,3613,,,,GCZ25,XAUCHF,M30,-3.1076526086090848,0.02599202024025531,-2.862343858823098,3613
0.9950126881794144,0.2261542044459745,0.9452065789841396,0.8871142136650026,5.786761256984464,10118,,,,WTI_V5,XTIUSD,M30,-4.115232393544645,0.0009138731283580374,-2.8618260682229213,10118
0.9949780321049192,0.7899099320894845,0.9222600869833436,0.9953844207122702,149.82871405170232,3613,,,,GCZ25,XAUEUR,M30,-2.982384413677083,0.036572544269736704,-2.862343858823098,3613
0.99412151261681,0.7737642198869046,0.9072870153434826,0.9977647777122458,309.7554218316053,11796,,,,XAGAUD,XAGUSD,M30,-3.457173368179635,0.009157552819688611,-2.8617856790871703,11796
0.993174162108606,0.0651669772109375,0.9444664503022212,0.9958299150130756,165.8721428556119,3613,,,,GCZ25,XAUAUD,M30,-2.7738248131019807,0.062111074920370504,-2.86234051917851,3613
0.9926417977401392,1.224233961977264,0.8837080478419682,0.9970755196446984,236.66875959976105,3613,,,,GCZ25,XAUGBP,M30,-2.2860844341252236,0.1764953029132289,-2.862341629305848,3613
0.9921431486448392,1.2370010067149133,0.7481413361011485,0.998364794785279,423.54335762027193,11760,,,,US500,USTEC,M30,-2.9505779963828274,0.03977470356621577,-2.8617861393745603,11760
0.991894628342578,-2.465884177517708,0.8086144752513502,0.9963928836741128,191.81424547323556,3613,,,,GCZ25,XAUJPY,M30,-2.745194565420215,0.0665387854372131,-2.862341629305848,3613
