corr,alpha,beta,phi,half_life_bars,n_obs,adf_stat,adf_p,adf_cv_5pct,sym1,sym2,timeframe
0.9999778517717413,0.0017882671774529513,0.9995831061763873,0.9337253013738136,10.108165638349,20242,,,,WTI_V5,WTI_Z5,M15
0.9974695748223682,0.5440582436656278,0.8659253377206693,0.9910078787408858,76.73673844608406,2475,,,,BRENT_G6,XBRUSD,M15
0.9964857550143463,0.13681407949958935,0.9669630264762951,0.9554369890876985,15.205109927616652,21890,,,,BRENT_F6,XBRUSD,M15
0.996449326443518,0.1735407221038079,0.9700635449141504,0.9986470271083695,511.96751565739305,23605,,,,XAUCHF,XAUEUR,M15
0.9962046817718588,0.8614002614786846,0.8028026546396273,0.9911326400798,77.82129426393587,2467,,,,BRENT_G6,WTI_Z5,M15
0.9959095243030981,0.17362207212776593,0.9575606584497584,0.9000692433027437,6.583620826079022,23599,,,,WTI_Z5,XTIUSD,M15
0.9958497831457839,2.047383152818527,1.023510715179744,0.9969671722554228,228.20140434622493,3423,,,,EURHKD,EURUSD,M15
0.995771737779545,0.7925114235095805,0.8187737825907323,0.9932156123197187,101.82101256346724,2467,,,,BRENT_G6,XTIUSD,M15
0.9955986388038363,0.6478757656448026,0.9013371046206473,0.9934322708905072,105.19137860126231,2041,,,,Wheat_H6,Wheat_Z5,M15
0.9950432898114498,0.49710597104938614,0.966870757016056,0.9973894158949466,265.16748705424476,7225,,,,GCZ25,XAUCHF,M15
0.9950007089642029,0.22742060373173567,0.944909391418303,0.8910334967172276,6.0078669389209285,20234,,,,WTI_V5,XTIUSD,M15
0.9949826055889524,0.7901988208182624,0.92222511495774,0.9977075674937721,302.01647298729796,7225,,,,GCZ25,XAUEUR,M15
0.9941126091032316,0.7737179974026587,0.9072990837411636,0.9987936702292802,574.2451452546944,23586,,,,XAGAUD,XAGUSD,M15
0.9938925614943154,1.3248817023882742,0.8509320006544506,0.9993573901904056,1078.2973349690874,23605,,,,XAUEUR,XAUGBP,M15
0.9932803483247518,3.026001739460864,0.8382807136790933,0.9996483339284455,1970.6913782695387,18958,,,,DXY_Z5,USDDKK,M15
0.9931885233841535,0.06564617414210439,0.9444110725855506,0.9978838098382964,327.1981500149838,7225,,,,GCZ25,XAUAUD,M15
0.9926453107032885,1.2244030708578588,0.8836874199668143,0.9985033710903306,462.7923158185608,7225,,,,GCZ25,XAUGBP,M15
0.9921429597427178,1.2368110422859573,0.7481603485854367,0.9991084756971089,777.1388324512035,23515,,,,US500,USTEC,M15
0.9918985517439792,-2.4657769453193303,0.8086071261951969,0.9981586349062932,376.0844703662769,7225,,,,GCZ25,XAUJPY,M15
0.991257296706686,0.7687098914673491,1.2273168985382998,0.9991946371597318,860.3178479875285,21372,,,,USDCZK,USDDKK,M15
0.9912313613061474,-2.5023430571235505,0.9523863144927558,0.9983466546462663,418.8925290980133,21351,,,,USDCZK,USDHUF,M15
0.9904479616925033,-0.5612230006583356,1.137661561992932,0.9800609567246813,34.41557496584578,2373,,,,BRENT_F6,BRENT_G6,M15
0.9903847544381407,-3.651834715455693,0.8758248864147586,0.999166400096564,831.1640078622567,23605,,,,XAUGBP,XAUJPY,M15
0.9900579317203622,0.35826730976800913,0.9260547603279142,0.9996159550739423,1804.5130274835221,21926,,,,XBRUSD,XTIUSD,M15
0.989894795456273,0.05180072413210279,0.9760805299673799,0.9640184646741392,18.915278753964113,18802,,,,WTI_V5,XBRUSD,M15
0.9895880861434105,0.31735374244889325,0.9359533279713494,0.9657856293845014,19.91036429296503,21781,,,,BRENT_F6,WTI_Z5,M15
0.9894802759676912,-2.2650869117109105,1.1008833770143855,0.9981073743638404,365.88907291831936,21374,,,,USDCHF,USDDKK,M15
0.9893028243306717,0.19863532750073976,0.9638782204409841,0.9576615681533555,16.02251134057771,18810,,,,BRENT_F6,WTI_V5,M15
0.9886130742841095,-0.12116168269632244,1.016199386651802,0.9760964492620755,28.64969493223684,21931,,,,WTI_Z5,XBRUSD,M15
0.9881424794015881,1.4731973753077412,0.8236068533993777,0.9994077487321694,1170.013369803618,23605,,,,XAUCHF,XAUGBP,M15
0.9873840730284827,0.4743830756410534,0.8975552167542892,0.9875434010406502,55.29768081378894,21767,,,,BRENT_F6,XTIUSD,M15
0.9867440475338615,-0.02025797517591066,1.093920260543468,0.999652788621099,1995.9796291656749,23605,,,,XAUAUD,XAUGBP,M15
0.9859700527913807,5.695887753739014,0.670890745337378,0.9966521806824448,206.6976143818428,7214,,,,GCZ25,XAGUSD,M15
0.9856650139964587,0.45824560860938357,1.0805360391598668,0.998320795636376,412.4364280291808,21374,,,,USDDKK,USDPLN,M15
0.9849898523086235,4.026597753541868,1.3913495434575918,0.9983527806101615,420.451668573754,21353,,,,USDHUF,USDPLN,M15
0.9842832493742749,-2.9158961688015843,0.8844659386021028,0.998554797504399,479.27276137467,21373,,,,USDCHF,USDCZK,M15
0.9839373624828752,1.3187057333589516,1.335509343233603,0.9982905290018621,405.12799273602457,21373,,,,USDCZK,USDPLN,M15
0.9834627132364616,-0.39897100236391747,1.0907110111587426,0.998214758013044,387.91843550456724,24831,,,,CHFJPY,EURJPY,M15
0.9833742549228076,5.820896379937886,0.6647586590459655,0.9967952285814818,215.93923773198148,7206,,,,GCZ25,XAGEUR,M15
0.9819792819025257,5.388105375897136,0.6763665553312076,0.9969968044984918,230.45646885554962,7206,,,,GCZ25,XAGAUD,M15
0.9801659892431621,4.753681424371419,0.7713243656611583,0.9992871999192323,972.0819795250385,21884,,,,DXY_Z5,USDCHF,M15
0.9797958088525552,-1.7376394602816418,0.7418298907524247,0.9994723874236534,1313.396114796277,23605,,,,XAUEUR,XAUJPY,M15
0.9793868530821643,3.409722830539386,0.9060702116450274,0.9989007432457819,630.2132188002486,18958,,,,DXY_Z5,USDPLN,M15
0.9775167876495282,1.0239883682560693,0.8364932311608275,0.991301100906704,79.33509452542631,2016,,,,Corn_H6,Corn_Z5,M15
0.9773965032265008,-1.5646037522767955,1.2656001443146396,0.9996534992793579,2000.0740094870632,23605,,,,XAUAUD,XAUEUR,M15
0.9750940992285915,-2.552178805952697,0.7567496827593031,0.9995662319087947,1597.6205976769227,21352,,,,USDDKK,USDHUF,M15
0.9744150486388992,0.09828209290807477,1.130367704153677,0.9997230943868348,2502.842755825141,23586,,,,XAGAUD,XAGEUR,M15
0.9743291317401235,-1.7222211627387463,1.2959446598268902,0.9995316669055072,1479.6837211688942,23605,,,,XAUAUD,XAUCHF,M15
0.9731101277845396,-3.9619314534721912,0.9540178012482798,0.9995364697416982,1495.0189515982136,23605,,,,XAUAUD,XAUJPY,M15
0.9725236910745606,2.5637172185566324,0.6627313215263956,0.9997224076021147,2496.649674825648,18958,,,,DXY_Z5,USDCZK,M15
0.9724448157468792,0.3212207245085408,0.5475290189358528,0.9992063968283014,873.0712363245508,24829,,,,EURSGD,EURUSD,M15
0.9721211252721595,-0.02376721137212462,1.2313466351163054,0.9987190156533453,540.7584660817851,24828,,,,EURCAD,EURSGD,M15
0.9719951906129934,-1.4704342016608,0.7164367139896166,0.9996665891305033,2078.611365556245,23605,,,,XAUCHF,XAUJPY,M15
0.9712940941971092,-3.312270373338011,1.2142563460684368,0.9986800007353852,524.7651430824437,12573,,,,ES35,IT40,M15
0.9698401437843709,-0.5293640466647354,0.950495946812274,0.9955919837352212,156.90013651418494,1899,,,,CHINAH,HK50,M15
0.9663213674410898,0.7489267831664672,0.7602575023560413,0.9997923544547692,3337.780316147641,23586,,,,XAGEUR,XAGUSD,M15
0.966007550443393,-2.389135373625486,0.6056893546815623,0.9977113032869321,302.5100144797369,21372,,,,CADCHF,USDCZK,M15
0.9652976156877179,-1.7444176330937606,1.1773507652225847,0.9985914265070776,491.7449426543801,21375,,,,USDCHF,USDPLN,M15
0.9643938269061599,-0.3944516737309196,0.6729471029571674,0.9990852070795743,757.3627579129801,21374,,,,CADCHF,USDCHF,M15
0.9638852889286526,-1.43158615465512,0.9633598781401395,0.9974010566575274,266.35673562348524,8403,,,,ES35,SA40,M15
0.9633600414956778,0.36405180599820985,0.6356926507488595,0.9933490473790657,103.87077036156326,3135,,,,GBPSGD,GBPUSD,M15
0.9632618955144439,-10.480723263860936,1.1086338876181498,0.9992504275353109,924.3767597048327,23586,,,,XAGAUD,XAUJPY,M15
0.9628458448553886,9.142894669475526,0.6215479232055667,0.9971020822103649,238.84126577894858,8959,,,,SA40,XAGUSD,M15
0.9626814092962537,-3.923388870226352,0.5800178253660833,0.997570302723639,284.9345788781318,21352,,,,CADCHF,USDHUF,M15
0.9625015158918302,-5.06297596433905,0.8310907884120019,0.9992113792659397,878.5894151370135,21353,,,,USDCHF,USDHUF,M15
0.9622185551166186,-3.0229027346878325,1.2372118668922722,0.9964570895054818,195.29665682742348,11441,,,,HK50,IT40,M15
0.9612733326650812,-12.279643299078774,1.212369130765311,0.9992974274707391,986.2379044097552,23594,,,,XAGUSD,XAUJPY,M15
0.961247310388004,4.161662155986281,1.6801796340116133,0.9993783408674287,1114.648963213345,18958,,,,DXY_Z5,USDSGD,M15
0.960195163020507,-0.2728504209227741,1.409905263331306,0.999558214559909,1568.62131530388,24831,,,,EURUSD,GBPUSD,M15
0.959829149295991,0.9609367275794842,1.0408135649475811,0.9982931707341135,405.75556327419383,21368,,,,USDNOK,USDPLN,M15
0.9588800460665436,-0.6651096457330179,1.268155174052926,0.9984794745970998,455.513647876616,21364,,,,USDCZK,USDMXN,M15
0.9588134939545648,-0.12972266133766036,0.8870249093095066,0.9989313650398229,648.281948207695,24825,,,,EURCAD,EURNZD,M15
0.9586575429328362,2.696674295298302,0.8178583397930965,0.9989916438305684,687.0564917267875,18958,,,,DXY_Z5,USDNOK,M15
0.9586439960408343,-0.37784905876287156,0.9692384517438222,0.9986826211431932,525.8096468976544,21367,,,,USDDKK,USDNOK,M15
0.9577931188006256,0.1311487934577683,0.8991272797644141,0.9989233363733466,643.4451329431004,21374,,,,CADCHF,NZDCHF,M15
0.9567328185399663,-0.011680777631152828,1.1616339042472543,0.99405463693616,116.23926402504691,3135,,,,GBPCAD,GBPSGD,M15
0.9562658145138905,0.2873601006716169,1.1970784946618258,0.9987568015835291,557.2048856514649,21366,,,,USDCZK,USDNOK,M15
0.9559394030997111,4.227235281188197,0.4817425734745699,0.9987183109217018,540.4609415457783,18707,,,,AUS200,USTEC,M15
0.9550187137852949,0.23496649686685878,0.9236587105955595,0.9974330028597133,269.67585400394466,10990,,,,ES35,HK50,M15
0.9549327654095796,0.3710320983276993,0.6810550465190394,0.9993562522707156,1076.3906715808728,24830,,,,EURCAD,EURUSD,M15
0.9544709431112625,-10.92126746823933,1.6662568702550236,0.9936490510293408,108.79378425528198,2799,,,,GCZ25,SA40,M15
0.9539314772005597,0.9445589264235936,0.6245022576064861,0.9998053000671867,3559.73261264536,18947,,,,DXY_Z5,USDHUF,M15
0.9535204092675874,1.3627589343788422,1.97447855863174,0.999468666899508,1304.1969671878041,21373,,,,USDDKK,USDSGD,M15
0.9534561324286511,2.9637797861669286,1.2421567872817811,0.9988274559675266,590.8014617088583,21350,,,,USDHUF,USDNOK,M15
0.953222498390922,1.9868056782648709,1.312074719263199,0.9985686629154009,483.91885179013053,21344,,,,USDHUF,USDMXN,M15
