corr,alpha,beta,phi,half_life_bars,n_obs,adf_stat_x,adf_p_x,adf_cv_5pct_x,sym1,sym2,timeframe,adf_stat_y,adf_p_y,adf_cv_5pct_y,n_obs_adf
0.9974624825800924,0.538034283218952,0.867355199454244,0.8660321524028858,4.819102754695816,115,,,,BRENT_G6,XBRUSD,H6,-1.9372801309736736,0.31473161728854393,-2.887477210140433,115
0.9966121726197246,0.1381252776150541,0.9666398573922328,0.9597948909834876,16.891332274900726,1023,,,,BRENT_F6,XBRUSD,H6,-3.9977151053693603,0.001422523002447237,-2.8643749513463637,1023
0.996432890104417,0.1753988618592163,0.969826083733314,0.9741347704696268,26.45032871848023,1031,,,,XAUCHF,XAUEUR,H6,-3.103953600975796,0.02626198446272688,-2.864355619227218,1031
0.9961318093383106,0.1749775526419243,0.957227977837227,0.918053818349735,8.107054314528408,1031,,,,WTI_Z5,XTIUSD,H6,-3.744160132955307,0.003533180335315181,-2.8643583648001925,1031
0.9958534885591884,0.856250167279784,0.8040528431475458,0.8843396120198035,5.639280633430901,115,,,,BRENT_G6,WTI_Z5,H6,-2.4324004739506497,0.13279962101219595,-2.887246327182993,115
0.9957890402931534,2.047283619792047,1.0241075119114285,0.9497939592717648,13.456502628665971,143,,,,EURHKD,EURUSD,H6,-2.0927943815206915,0.24742187101323743,-2.8821181874544233,143
0.9955811434552256,0.6530165521959592,0.9005124593334248,0.9402838624558832,11.257237953632156,115,,,,Wheat_H6,Wheat_Z5,H6,-1.8725545186604837,0.34508040688318087,-2.8881954545454547,115
0.9953504469734882,0.7859299833250453,0.8203608773918967,0.9135789261947622,7.668786762816682,115,,,,BRENT_G6,XTIUSD,H6,-0.4504109036168233,0.9013356522870394,-2.8877122815688776,115
0.9949847398318512,0.5025576479504386,0.9662016014370728,0.943848037002606,11.994219390923073,315,,,,GCZ25,XAUCHF,H6,-3.0976810204162706,0.026725280015472447,-2.870789013306053,315
0.9949532009270222,0.7947047382312453,0.9216706576077296,0.947565579479637,12.869631657225488,315,,,,GCZ25,XAUEUR,H6,-3.0845001907799805,0.02772171154479918,-2.8709394227049154,315
0.9949355805623782,0.2347320813515896,0.9431539881099524,0.8590466770338244,4.5622192219320405,884,,,,WTI_V5,XTIUSD,H6,-3.864922180592518,0.0023087154407339704,-2.864829958032025,884
0.9941857315331816,0.7722646313241901,0.9076870019867876,0.9792737451315032,33.09517027565048,1031,,,,XAGAUD,XAGUSD,H6,-3.5032391090467083,0.007904295513738715,-2.8643501440982058,1031
0.9938869026321766,1.3256636781984392,0.8508281904582918,0.9867126403324424,51.818561652405,1031,,,,XAUEUR,XAUGBP,H6,-2.6159833057638884,0.08973863363390433,-2.8643501440982058,1031
0.9932442063018296,3.026925657971568,0.8377989146781136,0.9942774394807662,120.77845098865564,887,,,,DXY_Z5,USDDKK,H6,-1.3262404875924043,0.6170834081452079,-2.864807640843869,887
