corr,alpha,beta,phi,half_life_bars,n_obs,adf_stat_x,adf_p_x,adf_cv_5pct_x,sym1,sym2,timeframe,adf_stat_y,adf_p_y,adf_cv_5pct_y,n_obs_adf
0.9999778517717413,0.0017882671774529,0.9995831061763872,0.9337253013738136,10.108165638349,20242,,,,WTI_V5,WTI_Z5,M15,-1.6736140127132977,0.4447560259220162,-2.8616828823228357,20242
0.9974695748223682,0.5440582436656278,0.8659253377206693,0.9910078787408858,76.73673844608406,2475,,,,BRENT_G6,XBRUSD,M15,-2.563301137084488,0.10082184061888821,-2.862710858596359,2475
0.9964857550143464,0.1368140794995893,0.9669630264762952,0.9554369890876984,15.205109927616652,21890,,,,BRENT_F6,XBRUSD,M15,-3.961472379377212,0.0016262477366258078,-2.8616722214794397,21890
0.9962046817718588,0.8614002614786846,0.8028026546396273,0.9911326400798,77.82129426393587,2467,,,,BRENT_G6,WTI_Z5,M15,-2.771101617928587,0.06252173463186345,-2.862713234984453,2467
0.995909524303098,0.1736220721277659,0.9575606584497584,0.9000692433027437,6.583620826079022,23599,,,,WTI_Z5,XTIUSD,M15,-3.8296808587875857,0.0026178287273104558,-2.861662628641109,23599
0.995849783145784,2.047383152818527,1.023510715179744,0.9969671722554228,228.20140434622493,3423,,,,EURHKD,EURUSD,M15,-1.9470380311451347,0.3102665056211146,-2.8623857273469064,3423
0.995771737779545,0.7925114235095805,0.8187737825907323,0.9932156123197188,101.82101256346724,2467,,,,BRENT_G6,XTIUSD,M15,-1.9010021936230221,0.33158979418468326,-2.8627146654531828,2467
0.9955986388038364,0.6478757656448026,0.9013371046206472,0.9934322708905072,105.19137860126231,2041,,,,Wheat_H6,Wheat_Z5,M15,-1.8563380401851377,0.35287140246818494,-2.862959228246899,2041
0.9950432898114498,0.4971059710493861,0.966870757016056,0.9973894158949466,265.1674870542448,7225,,,,GCZ25,XAUCHF,M15,-3.063747946749387,0.029354941218126228,-2.861941959049468,7225
0.9950007089642028,0.2274206037317356,0.944909391418303,0.8910334967172276,6.0078669389209285,20234,,,,WTI_V5,XTIUSD,M15,-3.768598230106152,0.003245441041116003,-2.8616830520459167,20234
0.9949826055889524,0.7901988208182624,0.92222511495774,0.997707567493772,302.016472987298,7225,,,,GCZ25,XAUEUR,M15,-2.9279673636651293,0.04219109704700213,-2.8619410666167524,7225
0.9931885233841536,0.0656461741421043,0.9444110725855506,0.9978838098382964,327.1981500149838,7225,,,,GCZ25,XAUAUD,M15,-2.8016580788319687,0.058037313365055104,-2.8619410109712655,7225
0.9926453107032884,1.2244030708578588,0.8836874199668143,0.9985033710903306,462.7923158185608,7225,,,,GCZ25,XAUGBP,M15,-2.268731257002189,0.1822511204703982,-2.861940233552609,7225
0.9918985517439792,-2.4657769453193303,0.8086071261951969,0.9981586349062932,376.0844703662769,7225,,,,GCZ25,XAUJPY,M15,-2.7878141106372576,0.060035629270766895,-2.8619407885436434,7225
0.9912313613061474,-2.5023430571235505,0.9523863144927558,0.9983466546462664,418.8925290980133,21351,,,,USDCZK,USDHUF,M15,-1.8338942294264542,0.36376866770454663,-2.861675653219115,21351
0.9904479616925032,-0.5612230006583356,1.137661561992932,0.9800609567246812,34.41557496584578,2373,,,,BRENT_F6,BRENT_G6,M15,-2.05966446140302,0.2610398202373737,-2.8627665066966537,2373
0.989894795456273,0.0518007241321027,0.97608052996738,0.9640184646741392,18.915278753964117,18802,,,,WTI_V5,XBRUSD,M15,-3.0772713484347185,0.02828157734842415,-2.8616939560919437,18802
0.9895880861434104,0.3173537424488932,0.9359533279713494,0.9657856293845014,19.91036429296503,21781,,,,BRENT_F6,WTI_Z5,M15,-3.063267696801961,0.02939368988980593,-2.861672877981172,21781
0.9894802759676912,-2.2650869117109105,1.1008833770143855,0.9981073743638404,365.88907291831936,21374,,,,USDCHF,USDDKK,M15,-3.587031329821625,0.006013856298867887,-2.861675367319523,21374
0.9893028243306716,0.1986353275007397,0.963878220440984,0.9576615681533556,16.02251134057771,18810,,,,BRENT_F6,WTI_V5,M15,-3.040410924438051,0.03128901519162843,-2.86169389870845,18810
0.9886130742841096,-0.1211616826963224,1.016199386651802,0.9760964492620756,28.64969493223684,21931,,,,WTI_Z5,XBRUSD,M15,-2.520780369076664,0.11049975467453804,-2.861671961896525,21931
0.9873840730284827,0.4743830756410534,0.8975552167542892,0.9875434010406502,55.29768081378894,21767,,,,BRENT_F6,XTIUSD,M15,-2.5671051604131296,0.099988316610651,-2.8616729757955484,21767
0.9859700527913808,5.695887753739014,0.670890745337378,0.9966521806824448,206.6976143818428,7214,,,,GCZ25,XAGUSD,M15,-2.77800677241886,0.061484667728594976,-2.8619412336459087,7214
0.9856650139964588,0.4582456086093835,1.0805360391598668,0.998320795636376,412.4364280291808,21374,,,,USDDKK,USDPLN,M15,-3.7107433949393873,0.0039645514976477236,-2.8616752912830474,21374
0.9849898523086236,4.026597753541868,1.3913495434575918,0.9983527806101616,420.451668573754,21353,,,,USDHUF,USDPLN,M15,-2.5476466103352053,0.1043074501345283,-2.861675449788879,21353
0.9842832493742748,-2.9158961688015843,0.8844659386021028,0.998554797504399,479.27276137467,21373,,,,USDCHF,USDCZK,M15,-3.329318044497341,0.013617750920291436,-2.8616752722872736,21373
0.9839373624828752,1.3187057333589516,1.335509343233603,0.998290529001862,405.12799273602457,21373,,,,USDCZK,USDPLN,M15,-3.601738784149604,0.005727872806819253,-2.8616752912830474,21373
0.9834627132364616,-0.3989710023639174,1.0907110111587426,0.998214758013044,387.9184355045672,24831,,,,CHFJPY,EURJPY,M15,-3.838962119739763,0.0025329136551386386,-2.8616565042612674,24831
0.9833742549228076,5.820896379937886,0.6647586590459655,0.9967952285814818,215.93923773198148,7206,,,,GCZ25,XAGEUR,M15,-2.7959966191623122,0.05884790194836568,-2.8619423507388775,7206
0.9819792819025256,5.388105375897136,0.6763665553312076,0.9969968044984918,230.4564688555496,7206,,,,GCZ25,XAGAUD,M15,-2.6417809419407416,0.08466573532387961,-2.8619416239221667,7206
0.9775167876495282,1.023988368256069,0.8364932311608275,0.991301100906704,79.33509452542631,2016,,,,Corn_H6,Corn_Z5,M15,-2.269833693723225,0.18188182308302953,-2.8629768669694458,2016
0.9698401437843708,-0.5293640466647354,0.950495946812274,0.9955919837352212,156.90013651418494,1899,,,,CHINAH,HK50,M15,-1.6955261426975519,0.4334190044451304,-2.8630656035129878,1899
