corr,alpha,beta,phi,half_life_bars,n_obs,adf_stat,adf_p,adf_cv_5pct,sym1,sym2,timeframe
0.999775430365882,0.005530418643868273,0.998682498243609,0.08513693680992615,0.28136747921965727,1325,,,,WTI_V5,WTI_Z5,H4
0.9973597188544612,0.5444793721406271,0.86581587268775,0.906081589217541,7.0280425449660635,172,,,,BRENT_G6,XBRUSD,H4
0.9965789144532533,0.13542294912347153,0.9672783121882785,0.950594505797204,13.680258927382026,1534,,,,BRENT_F6,XBRUSD,H4
0.9964428813368997,0.1739954368886627,0.9700010277351495,0.9822998547572299,38.8129311731766,1545,,,,XAUCHF,XAUEUR,H4
0.9960834906993408,0.8623180864638149,0.8025749545590692,0.903277882479999,6.813928783364237,172,,,,BRENT_G6,WTI_Z5,H4
0.9958915600405084,2.0472421132142373,1.024426850923108,0.9595565793054405,16.789730107626752,214,,,,EURHKD,EURUSD,H4
0.9958201403128498,0.17061520798571195,0.9582602450470556,0.8685813040256924,4.919632989221168,1545,,,,WTI_Z5,XTIUSD,H4
0.9955685131908336,0.7929780942354561,0.8186493093807019,0.9373432342512182,10.712296202544122,172,,,,BRENT_G6,XTIUSD,H4
0.9955541367702087,0.6580443614810552,0.8997069873398397,0.9604369096593035,17.171141236781743,172,,,,Wheat_H6,Wheat_Z5,H4
0.9950648649772446,0.4975845850222411,0.9668233995380029,0.9596597528788583,16.83356995363212,472,,,,GCZ25,XAUCHF,H4
0.9949611406185495,0.7903891932284317,0.9222071011168913,0.9629698316772384,18.369692216358096,472,,,,GCZ25,XAUEUR,H4
0.9945960910699317,0.22684998802875134,0.9450180527128665,0.8246415812818815,3.5950417538417216,1325,,,,WTI_V5,XTIUSD,H4
0.9941173324840351,0.7736705429153914,0.9073072630931771,0.9847931964637618,45.23392720430869,1545,,,,XAGAUD,XAGUSD,H4
0.9938786225458845,1.3231918772113636,0.8511497166730267,0.9910355868840771,76.97499881562638,1545,,,,XAUEUR,XAUGBP,H4
0.9932889353210127,3.0264046556748396,0.8380683274340998,0.9959392712214723,170.3484577583749,1329,,,,DXY_Z5,USDDKK,H4
