corr,alpha,beta,phi,half_life_bars,n_obs,adf_stat_x,adf_p_x,adf_cv_5pct_x,sym1,sym2,timeframe,adf_stat_y,adf_p_y,adf_cv_5pct_y,n_obs_adf
0.9974324328812936,0.5422289582165938,0.8663578195227871,0.9496821207896152,13.425809958907095,325,,,,BRENT_G6,XBRUSD,H2,-1.3055920899413622,0.6266100580894371,-2.87064334231426,325
0.9966138384340502,0.1379154543926981,0.96670837132932,0.9577957044853372,16.074552621201825,2939,,,,BRENT_F6,XBRUSD,H2,-3.681404723033141,0.004382447602533297,-2.862528295182304,2939
0.9964365162216826,0.1744635390706852,0.9699462602101676,0.9909586600258232,76.3171111341761,3082,,,,XAUCHF,XAUEUR,H2,-3.1398223239301895,0.023743112482731928,-2.8624806901742885,3082
0.9959887948871148,0.864542712607717,0.8020471442922379,0.9165233625081992,7.951879118202972,344,,,,BRENT_G6,WTI_Z5,H2,-2.342036756060067,0.15876835402849182,-2.8700533746644323,344
0.9959650663127172,0.171269601214913,0.9581211473540272,0.8954272217043484,6.2754187052454,3082,,,,WTI_Z5,XTIUSD,H2,-3.363716600470432,0.012259736744965494,-2.86248283819979,3082
0.9958604800879978,2.0473200618317176,1.02391715395727,0.9801630669106308,34.59452438305465,428,,,,EURHKD,EURUSD,H2,-2.0634444645477896,0.25946544071996563,-2.8683646683004276,428
0.9955559618032008,0.7949091021271704,0.8181970390447502,0.9333369279712136,10.04721011530519,344,,,,BRENT_G6,XTIUSD,H2,-0.21910853192649202,0.9362052709590212,-2.8702852297358983,344
0.9955473290852408,0.654440270964276,0.9002827481474632,0.9745634580903384,26.90199371476783,287,,,,Wheat_H6,Wheat_Z5,H2,-1.8553559231379833,0.3533455151781363,-2.87206958769775,287
0.995035085500278,0.4969564839540279,0.9668952199276442,0.9790400219520752,32.72223656267042,943,,,,GCZ25,XAUCHF,H2,-3.2011444859430727,0.019918527383423233,-2.864662884591462,943
0.9949722642116874,0.7902708262409206,0.9222176332084088,0.981287443135888,36.69415622862071,943,,,,GCZ25,XAUEUR,H2,-3.137728774115606,0.023884182447409065,-2.864662884591462,943
0.9949395837626848,0.2264341998979251,0.9451405398448746,0.8679162650516965,4.893032581929059,2642,,,,WTI_V5,XTIUSD,H2,-3.2498706088893208,0.017273466623246737,-2.8626408441287974,2642
0.9941332543428782,0.7738142456294792,0.9072686674785404,0.992682467680049,94.37717287635589,3082,,,,XAGAUD,XAGUSD,H2,-3.4457039049549687,0.009496065229507498,-2.8624806901742885,3082
0.9938909464881726,1.324665175218275,0.8509595349997442,0.9955059675086536,153.89040904840692,3082,,,,XAUEUR,XAUGBP,H2,-2.5479033374280755,0.10424956472892594,-2.8624788567844495,3082
0.9932830534869548,3.02616055745036,0.8381986563844449,0.9978164856078068,317.0989661972975,2483,,,,DXY_Z5,USDDKK,H2,-1.2405988094830254,0.655891973185957,-2.8627056642784483,2483
0.9932080875590498,0.0640318196411655,0.9446018873052952,0.9831230991557248,40.72320540571658,943,,,,GCZ25,XAUAUD,H2,-2.8569474783977626,0.05058836467010763,-2.864613078359397,943
0.9926297800888808,1.2246554374497194,0.8836574217344723,0.9883042745749704,58.91774799048313,943,,,,GCZ25,XAUGBP,H2,-2.332217528698651,0.1617875739168047,-2.864613078359397,943
0.9921164109880264,1.2377252053187575,0.7480700714065253,0.9946693087487304,129.68262939855887,3072,,,,US500,USTEC,H2,-2.941111637100966,0.040771900746278116,-2.8624816095570043,3072
0.9918840470439352,-2.466839076949423,0.8086881469991168,0.9858122468172972,48.50791811835516,943,,,,GCZ25,XAUJPY,H2,-2.7241730222949934,0.06994787310591469,-2.864616349295443,943
0.9912345376693736,0.7685676291195018,1.227394295682175,0.9962721857279566,185.59251183021047,2672,,,,USDCZK,USDDKK,H2,-1.3205411583895068,0.6197231030140692,-2.8626275885637775,2672
0.991202538520006,-2.4998437745594124,0.951961749468892,0.9924835289574812,91.87009310097326,2671,,,,USDCZK,USDHUF,H2,-1.7348558803300345,0.4132490238653159,-2.8626263622027865,2671
