time,open,high,low,close,tick_volume,spread,real_volume
2025-09-22 00:00:00,20.23382,20.36487,20.22075,20.34035,18647,2099,0
2025-09-22 04:00:00,20.34055,20.36074,20.33687,20.34816,18481,2098,0
2025-09-22 08:00:00,20.34816,20.4139,20.34091,20.35397,35142,606,0
2025-09-22 12:00:00,20.353650000000002,20.39167,20.32536,20.3829,37246,607,0
2025-09-22 16:00:00,20.38426,20.4518,20.36411,20.45001,42534,607,0
2025-09-22 20:00:00,20.45001,20.46284,20.43093,20.45302,20342,732,0
2025-09-23 00:00:00,20.42384,20.46735,20.41114,20.45978,11609,1102,0
2025-09-23 04:00:00,20.45978,20.48809,20.45532,20.4585,19109,2114,0
2025-09-23 08:00:00,20.4585,20.49333,20.4134,20.41618,37462,612,0
2025-09-23 12:00:00,20.41619,20.43529,20.36802,20.37181,33612,609,0
2025-09-23 16:00:00,20.37181,20.379269999999998,20.33139,20.35574,43117,609,0
2025-09-23 20:00:00,20.35574,20.3825,20.34218,20.36209,26007,730,0
2025-09-24 00:00:00,20.35355,20.38925,20.331409999999998,20.35253,16320,816,0
2025-09-24 04:00:00,20.35237,20.36691,20.32497,20.33501,19758,2111,0
2025-09-24 08:00:00,20.33502,20.34773,20.29455,20.32452,33943,607,0
2025-09-24 12:00:00,20.32443,20.35404,20.300159999999998,20.34004,35579,607,0
2025-09-24 16:00:00,20.34004,20.38034,20.31564,20.35279,42768,604,0
2025-09-24 20:00:00,20.35296,20.37393,20.34775,20.34889,21119,725,0
2025-09-25 00:00:00,20.31042,20.367,20.27267,20.33631,14887,847,0
2025-09-25 04:00:00,20.33614,20.35094,20.31658,20.34765,19131,2101,0
2025-09-25 08:00:00,20.34765,20.4044,20.30192,20.31183,33281,606,0
2025-09-25 12:00:00,20.31201,20.38888,20.30883,20.35011,42302,604,0
2025-09-25 16:00:00,20.35011,20.37996,20.31675,20.36019,47732,601,0
2025-09-25 20:00:00,20.36025,20.3666,20.32284,20.32506,28325,719,0
2025-09-26 00:00:00,20.29556,20.35364,20.29556,20.34747,18764,1629,0
2025-09-26 04:00:00,20.34747,20.38103,20.33759,20.35548,16871,2085,0
2025-09-26 08:00:00,20.35552,20.39515,20.33124,20.36718,37658,601,0
2025-09-26 12:00:00,20.36713,20.39819,20.33554,20.35167,42868,600,0
2025-09-26 16:00:00,20.35132,20.36148,20.283079999999998,20.30142,50894,603,0
2025-09-26 20:00:00,20.30126,20.31451,20.26886,20.27151,22148,722,0
2025-09-29 00:00:00,20.29491,20.33874,20.27352,20.29678,29638,1084,0
2025-09-29 04:00:00,20.29651,20.31192,20.26141,20.26788,18649,2095,0
2025-09-29 08:00:00,20.26771,20.28275,20.21264,20.24497,31178,604,0
2025-09-29 12:00:00,20.2448,20.31281,20.23331,20.30543,33597,604,0
2025-09-29 16:00:00,20.30527,20.31763,20.23745,20.25838,40300,604,0
2025-09-29 20:00:00,20.25839,20.26498,20.23805,20.24872,16919,723,0
2025-09-30 00:00:00,20.23116,20.25659,20.19122,20.22617,13655,871,0
2025-09-30 04:00:00,20.22617,20.25293,20.2126,20.22669,26973,2090,0
2025-09-30 08:00:00,20.22522,20.32819,20.21965,20.31205,31313,605,0
2025-09-30 12:00:00,20.31223,20.33063,20.26198,20.2798,29749,604,0
2025-09-30 16:00:00,20.27992,20.32464,20.24597,20.29212,40057,603,0
2025-09-30 20:00:00,20.29225,20.29446,20.24264,20.24293,19825,724,0
2025-10-01 00:00:00,20.231,20.27357,20.1621,20.26545,13337,1506,0
2025-10-01 04:00:00,20.26545,20.27217,20.25083,20.26503,14064,2098,0
2025-10-01 08:00:00,20.265,20.30409,20.22246,20.22568,38311,606,0
2025-10-01 12:00:00,20.22602,20.23603,20.11432,20.16262,41338,604,0
2025-10-01 16:00:00,20.16279,20.19903,20.14273,20.18181,51621,605,0
2025-10-01 20:00:00,20.18215,20.21129,20.18215,20.20835,28261,723,0
2025-10-02 00:00:00,20.15835,20.20607,20.15835,20.20207,13511,1710,0
2025-10-02 04:00:00,20.20207,20.20677,20.17573,20.18356,14463,2085,0
2025-10-02 08:00:00,20.18356,20.24762,20.1708,20.21424,29027,608,0
2025-10-02 12:00:00,20.21436,20.21745,20.17959,20.20616,32975,610,0
2025-10-02 16:00:00,20.20553,20.28349,20.19875,20.27312,41751,606,0
2025-10-02 20:00:00,20.27312,20.27871,20.22541,20.24012,20367,728,0
2025-10-03 00:00:00,20.21033,20.2788,20.21033,20.27584,11911,1519,0
2025-10-03 04:00:00,20.2767,20.29409,20.25561,20.25636,18045,2113,0
2025-10-03 08:00:00,20.25636,20.28355,20.2167,20.23352,25070,611,0
2025-10-03 12:00:00,20.23317,20.25861,20.21609,20.24789,28165,610,0
2025-10-03 16:00:00,20.24789,20.26375,20.20072,20.21903,42836,609,0
2025-10-03 20:00:00,20.21903,20.22421,20.18285,20.19693,20996,732,0
2025-10-06 00:00:00,20.13668,20.2312,20.10095,20.19652,25329,2097,0
2025-10-06 04:00:00,20.19652,20.20748,20.18206,20.19454,20375,2094,0
2025-10-06 08:00:00,20.19454,20.22497,20.13728,20.17006,37525,603,0
2025-10-06 12:00:00,20.16884,20.17253,20.12545,20.16253,32717,602,0
2025-10-06 16:00:00,20.16218,20.18772,20.12405,20.1426,32680,603,0
2025-10-06 20:00:00,20.14243,20.14354,20.08327,20.10355,15537,726,0
2025-10-07 00:00:00,20.08529,20.11845,20.00263,20.11398,14851,864,0
2025-10-07 04:00:00,20.11398,20.11947,20.07133,20.07406,14661,2098,0
2025-10-07 08:00:00,20.0741,20.12863,20.06351,20.06826,28782,603,0
2025-10-07 12:00:00,20.06826,20.08532,20.03737,20.05431,29153,602,0
2025-10-07 16:00:00,20.05431,20.09709,20.03736,20.06557,38212,601,0
2025-10-07 20:00:00,20.06557,20.08171,20.06042,20.06716,19149,721,0
2025-10-08 00:00:00,20.06631,20.07598,20.02848,20.06332,13154,1284,0
2025-10-08 04:00:00,20.06332,20.06495,20.0221,20.03391,20637,2076,0
2025-10-08 08:00:00,20.03391,20.04376,19.96072,19.97036,31401,599,0
2025-10-08 12:00:00,19.97053,19.99018,19.9262,19.97676,29495,597,0
